,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,263.0,88.0,14.0,0.0,17.0,219.0,9.0,407.0
EPAD,940.0,116.0,13.0,4.0,5.0,116.0,2.0,41.0
NACC,176.0,41.0,30.0,32.0,18.0,59.0,55.0,95.0
EMIF,292.0,130.0,141.0,19.0,10.0,118.0,88.0,216.0
JADNI,61.0,28.0,8.0,0.0,11.0,12.0,5.0,72.0
