,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,227.0,180.0,58.0,0.0,1.0,107.0,31.0,413.0
EPAD,797.0,96.0,0.0,54.0,37.0,180.0,0.0,73.0
NACC,163.0,33.0,29.0,16.0,9.0,85.0,63.0,108.0
EMIF,350.0,133.0,90.0,29.0,14.0,124.0,60.0,214.0
JADNI,59.0,18.0,8.0,0.0,11.0,14.0,5.0,82.0
