,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,318.0,227.0,1.0,14.0,47.0,117.0,0.0,293.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,178.0,36.0,29.0,19.0,12.0,70.0,58.0,104.0
EMIF,317.0,178.0,49.0,51.0,14.0,122.0,27.0,256.0
JADNI,62.0,20.0,15.0,0.0,4.0,21.0,7.0,68.0
