,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,301.0,178.0,0.0,22.0,68.0,133.0,0.0,315.0
EPAD,906.0,32.0,6.0,3.0,10.0,250.0,0.0,30.0
NACC,160.0,67.0,22.0,30.0,12.0,50.0,45.0,120.0
EMIF,271.0,196.0,27.0,88.0,31.0,114.0,16.0,271.0
JADNI,50.0,5.0,7.0,0.0,7.0,30.0,8.0,90.0
