,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,262.0,107.0,1.0,14.0,64.0,184.0,0.0,385.0
EPAD,845.0,187.0,32.0,8.0,0.0,95.0,5.0,65.0
NACC,212.0,38.0,18.0,19.0,18.0,74.0,42.0,85.0
EMIF,247.0,128.0,126.0,13.0,7.0,129.0,98.0,266.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
