,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,95.0,0.0,28.0,94.0,177.0,0.0,364.0
EPAD,676.0,249.0,90.0,0.0,4.0,82.0,8.0,128.0
NACC,177.0,31.0,19.0,13.0,15.0,92.0,58.0,101.0
EMIF,205.0,98.0,33.0,51.0,39.0,181.0,35.0,372.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
