,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,290.0,154.0,0.0,21.0,67.0,148.0,0.0,337.0
EPAD,692.0,176.0,79.0,0.0,3.0,139.0,21.0,127.0
NACC,198.0,36.0,18.0,23.0,18.0,74.0,45.0,94.0
EMIF,236.0,97.0,136.0,19.0,12.0,131.0,128.0,255.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
