,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,256.0,96.0,0.0,13.0,73.0,182.0,0.0,397.0
EPAD,638.0,221.0,85.0,0.0,3.0,121.0,13.0,156.0
NACC,185.0,22.0,5.0,35.0,32.0,105.0,34.0,88.0
EMIF,206.0,150.0,56.0,28.0,18.0,144.0,62.0,350.0
JADNI,59.0,19.0,11.0,0.0,7.0,16.0,5.0,80.0
