,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,283.0,143.0,0.0,20.0,68.0,155.0,0.0,348.0
EPAD,913.0,22.0,11.0,0.0,2.0,261.0,5.0,23.0
NACC,184.0,40.0,24.0,17.0,11.0,70.0,56.0,104.0
EMIF,331.0,124.0,89.0,22.0,8.0,143.0,69.0,228.0
JADNI,59.0,15.0,9.0,0.0,10.0,18.0,5.0,81.0
