,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,298.0,175.0,0.0,23.0,68.0,135.0,0.0,318.0
EPAD,819.0,28.0,0.0,169.0,93.0,113.0,0.0,15.0
NACC,176.0,40.0,36.0,11.0,6.0,64.0,70.0,103.0
EMIF,369.0,94.0,33.0,29.0,36.0,207.0,38.0,208.0
JADNI,60.0,14.0,15.0,0.0,3.0,21.0,9.0,75.0
