,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,257.0,124.0,33.0,0.0,6.0,175.0,27.0,395.0
EPAD,639.0,223.0,85.0,0.0,4.0,119.0,13.0,154.0
NACC,192.0,32.0,20.0,13.0,13.0,101.0,48.0,87.0
EMIF,247.0,114.0,42.0,37.0,13.0,179.0,39.0,343.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
