,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,224.0,117.0,64.0,0.0,0.0,138.0,67.0,407.0
EPAD,769.0,144.0,27.0,6.0,4.0,169.0,10.0,108.0
NACC,172.0,48.0,28.0,17.0,8.0,61.0,56.0,116.0
EMIF,250.0,134.0,71.0,22.0,9.0,162.0,50.0,316.0
JADNI,49.0,1.0,12.0,0.0,3.0,32.0,12.0,88.0
