,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,293.0,160.0,0.0,23.0,69.0,141.0,0.0,331.0
EPAD,889.0,215.0,35.0,8.0,0.0,51.0,2.0,37.0
NACC,167.0,49.0,29.0,17.0,10.0,60.0,56.0,118.0
EMIF,229.0,67.0,52.0,12.0,7.0,231.0,109.0,307.0
JADNI,59.0,21.0,9.0,0.0,10.0,13.0,5.0,80.0
