,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,335.0,198.0,31.0,0.0,6.0,158.0,14.0,275.0
EPAD,690.0,176.0,81.0,0.0,3.0,139.0,22.0,126.0
NACC,196.0,53.0,41.0,11.0,7.0,51.0,58.0,89.0
EMIF,300.0,174.0,45.0,46.0,13.0,135.0,28.0,273.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
