,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,121.0,0.0,18.0,72.0,167.0,0.0,373.0
EPAD,842.0,187.0,32.0,8.0,0.0,98.0,5.0,65.0
NACC,220.0,25.0,11.0,24.0,24.0,88.0,38.0,76.0
EMIF,297.0,187.0,40.0,59.0,18.0,123.0,18.0,272.0
JADNI,60.0,22.0,7.0,0.0,11.0,13.0,5.0,79.0
