,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,254.0,94.0,0.0,14.0,74.0,182.0,0.0,399.0
EPAD,770.0,145.0,27.0,5.0,3.0,170.0,10.0,107.0
NACC,201.0,22.0,5.0,34.0,36.0,90.0,34.0,84.0
EMIF,305.0,169.0,40.0,55.0,20.0,137.0,25.0,263.0
JADNI,60.0,14.0,14.0,0.0,4.0,23.0,8.0,74.0
