,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,121.0,0.0,18.0,71.0,168.0,0.0,373.0
EPAD,697.0,283.0,91.0,0.0,3.0,61.0,8.0,94.0
NACC,218.0,25.0,11.0,33.0,20.0,86.0,33.0,80.0
EMIF,267.0,136.0,31.0,58.0,31.0,158.0,22.0,311.0
JADNI,60.0,20.0,8.0,1.0,13.0,13.0,5.0,77.0
