,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,282.0,128.0,11.0,0.0,21.0,195.0,7.0,373.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,208.0,35.0,20.0,17.0,18.0,73.0,50.0,85.0
EMIF,288.0,110.0,50.0,32.0,22.0,173.0,58.0,281.0
JADNI,58.0,21.0,9.0,0.0,10.0,14.0,5.0,80.0
