,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,125.0,0.0,19.0,71.0,166.0,0.0,366.0
EPAD,698.0,284.0,91.0,0.0,3.0,61.0,7.0,93.0
NACC,160.0,45.0,27.0,17.0,9.0,74.0,55.0,119.0
EMIF,256.0,177.0,51.0,58.0,26.0,125.0,35.0,286.0
JADNI,60.0,13.0,16.0,0.0,1.0,23.0,13.0,71.0
