,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,258.0,95.0,1.0,11.0,67.0,188.0,0.0,397.0
EPAD,676.0,249.0,90.0,0.0,3.0,82.0,9.0,128.0
NACC,177.0,46.0,16.0,26.0,16.0,66.0,43.0,116.0
EMIF,328.0,170.0,55.0,37.0,20.0,128.0,40.0,236.0
JADNI,61.0,28.0,8.0,0.0,11.0,12.0,5.0,72.0
