,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,268.0,101.0,15.0,0.0,14.0,217.0,11.0,391.0
EPAD,692.0,176.0,79.0,0.0,3.0,139.0,22.0,126.0
NACC,178.0,43.0,17.0,26.0,15.0,72.0,46.0,109.0
EMIF,326.0,115.0,65.0,28.0,13.0,158.0,61.0,248.0
JADNI,60.0,21.0,7.0,1.0,13.0,13.0,5.0,77.0
