,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,261.0,119.0,0.0,25.0,82.0,158.0,0.0,372.0
EPAD,914.0,22.0,10.0,1.0,3.0,262.0,4.0,21.0
NACC,164.0,52.0,28.0,21.0,9.0,63.0,51.0,118.0
EMIF,344.0,142.0,96.0,20.0,6.0,122.0,62.0,222.0
JADNI,58.0,15.0,9.0,0.0,10.0,19.0,5.0,81.0
