,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,277.0,117.0,11.0,0.0,21.0,200.0,7.0,384.0
EPAD,723.0,317.0,94.0,0.0,3.0,35.0,5.0,60.0
NACC,150.0,29.0,31.0,11.0,7.0,92.0,72.0,114.0
EMIF,274.0,217.0,24.0,90.0,29.0,103.0,15.0,262.0
JADNI,61.0,28.0,8.0,0.0,11.0,12.0,5.0,72.0
