,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,219.0,121.0,36.0,0.0,4.0,156.0,19.0,462.0
EPAD,636.0,221.0,87.0,0.0,3.0,120.0,14.0,156.0
NACC,201.0,49.0,21.0,26.0,20.0,73.0,34.0,82.0
EMIF,301.0,118.0,147.0,11.0,14.0,123.0,101.0,199.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
