,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,263.0,144.0,39.0,0.0,3.0,156.0,32.0,380.0
EPAD,676.0,250.0,90.0,0.0,4.0,81.0,9.0,127.0
NACC,194.0,37.0,36.0,13.0,9.0,63.0,61.0,93.0
EMIF,326.0,124.0,103.0,26.0,14.0,130.0,80.0,211.0
JADNI,61.0,13.0,15.0,0.0,2.0,24.0,12.0,70.0
