,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,320.0,153.0,2.0,21.0,53.0,170.0,0.0,298.0
EPAD,848.0,86.0,8.0,4.0,8.0,210.0,3.0,70.0
NACC,156.0,37.0,20.0,26.0,19.0,84.0,46.0,118.0
EMIF,308.0,111.0,98.0,22.0,13.0,151.0,74.0,237.0
JADNI,48.0,7.0,6.0,0.0,11.0,25.0,7.0,93.0
