,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,133.0,1.0,10.0,52.0,167.0,0.0,384.0
EPAD,847.0,84.0,10.0,4.0,8.0,211.0,3.0,70.0
NACC,167.0,40.0,19.0,21.0,18.0,85.0,46.0,110.0
EMIF,247.0,147.0,19.0,79.0,46.0,145.0,18.0,313.0
JADNI,54.0,12.0,7.0,0.0,11.0,19.0,6.0,88.0
