,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,254.0,166.0,36.0,0.0,3.0,142.0,15.0,401.0
EPAD,770.0,144.0,27.0,5.0,3.0,170.0,10.0,108.0
NACC,200.0,35.0,18.0,17.0,18.0,78.0,50.0,90.0
EMIF,341.0,107.0,63.0,31.0,16.0,164.0,68.0,224.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
