,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,207.0,123.0,52.0,0.0,0.0,138.0,39.0,458.0
EPAD,674.0,250.0,92.0,0.0,3.0,82.0,9.0,127.0
NACC,169.0,59.0,27.0,21.0,9.0,65.0,45.0,111.0
EMIF,364.0,124.0,73.0,28.0,13.0,147.0,48.0,217.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
