,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,299.0,153.0,7.0,6.0,30.0,176.0,0.0,346.0
EPAD,639.0,223.0,85.0,0.0,3.0,119.0,14.0,154.0
NACC,204.0,28.0,9.0,23.0,22.0,91.0,42.0,87.0
EMIF,213.0,87.0,21.0,59.0,51.0,194.0,26.0,363.0
JADNI,62.0,25.0,10.0,0.0,7.0,18.0,5.0,70.0
