,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,238.0,155.0,102.0,0.0,0.0,107.0,89.0,326.0
EPAD,690.0,176.0,81.0,0.0,3.0,139.0,22.0,126.0
NACC,182.0,50.0,43.0,11.0,7.0,57.0,63.0,93.0
EMIF,309.0,187.0,82.0,31.0,11.0,114.0,43.0,237.0
JADNI,58.0,16.0,11.0,0.0,7.0,17.0,5.0,83.0
