,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,120.0,0.0,19.0,71.0,168.0,0.0,373.0
EPAD,675.0,249.0,89.0,0.0,4.0,82.0,9.0,129.0
NACC,184.0,62.0,35.0,17.0,9.0,50.0,47.0,102.0
EMIF,349.0,131.0,103.0,19.0,4.0,125.0,69.0,214.0
JADNI,58.0,15.0,12.0,0.0,5.0,19.0,6.0,82.0
