,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,120.0,0.0,15.0,66.0,173.0,0.0,373.0
EPAD,771.0,94.0,0.0,81.0,58.0,160.0,0.0,73.0
NACC,203.0,30.0,17.0,20.0,20.0,85.0,46.0,85.0
EMIF,273.0,106.0,92.0,21.0,14.0,159.0,86.0,263.0
JADNI,59.0,20.0,8.0,1.0,13.0,14.0,5.0,77.0
