,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,108.0,1.0,9.0,56.0,192.0,0.0,385.0
EPAD,698.0,284.0,91.0,0.0,3.0,60.0,8.0,93.0
NACC,180.0,30.0,24.0,20.0,12.0,82.0,60.0,98.0
EMIF,304.0,93.0,76.0,24.0,14.0,175.0,77.0,251.0
JADNI,53.0,12.0,7.0,0.0,11.0,20.0,6.0,88.0
