,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,108.0,0.0,27.0,88.0,173.0,0.0,351.0
EPAD,818.0,105.0,0.0,91.0,47.0,114.0,0.0,62.0
NACC,168.0,47.0,27.0,28.0,10.0,61.0,56.0,109.0
EMIF,333.0,128.0,92.0,22.0,7.0,139.0,68.0,225.0
JADNI,52.0,1.0,11.0,0.0,4.0,31.0,11.0,87.0
