,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,255.0,183.0,27.0,0.0,8.0,130.0,7.0,407.0
EPAD,639.0,223.0,85.0,0.0,3.0,119.0,14.0,154.0
NACC,185.0,45.0,32.0,35.0,15.0,51.0,54.0,89.0
EMIF,289.0,166.0,36.0,55.0,22.0,138.0,27.0,281.0
JADNI,62.0,25.0,10.0,0.0,7.0,18.0,5.0,70.0
