,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,296.0,183.0,1.0,16.0,54.0,133.0,0.0,334.0
EPAD,770.0,145.0,27.0,5.0,3.0,170.0,10.0,107.0
NACC,157.0,35.0,13.0,35.0,22.0,86.0,42.0,116.0
EMIF,203.0,89.0,23.0,65.0,48.0,184.0,25.0,377.0
JADNI,45.0,22.0,22.0,0.0,5.0,11.0,7.0,85.0
