,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,121.0,0.0,14.0,66.0,173.0,0.0,373.0
EPAD,676.0,250.0,90.0,0.0,4.0,81.0,9.0,127.0
NACC,151.0,56.0,29.0,24.0,9.0,75.0,45.0,117.0
EMIF,259.0,119.0,30.0,54.0,34.0,170.0,26.0,322.0
JADNI,59.0,17.0,8.0,1.0,13.0,14.0,5.0,80.0
