,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,308.0,175.0,1.0,12.0,53.0,150.0,0.0,318.0
EPAD,814.0,240.0,3.0,77.0,17.0,40.0,0.0,46.0
NACC,187.0,56.0,38.0,18.0,8.0,52.0,53.0,94.0
EMIF,291.0,107.0,28.0,50.0,37.0,185.0,35.0,281.0
JADNI,57.0,17.0,9.0,0.0,10.0,15.0,5.0,84.0
