,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,112.0,0.0,13.0,62.0,177.0,0.0,394.0
EPAD,676.0,250.0,90.0,0.0,4.0,82.0,8.0,127.0
NACC,197.0,31.0,16.0,20.0,20.0,82.0,50.0,90.0
EMIF,308.0,111.0,79.0,24.0,12.0,158.0,68.0,254.0
JADNI,54.0,12.0,7.0,0.0,11.0,19.0,6.0,88.0
