,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,275.0,131.0,0.0,15.0,66.0,168.0,0.0,362.0
EPAD,638.0,222.0,85.0,0.0,3.0,121.0,13.0,155.0
NACC,165.0,59.0,25.0,30.0,11.0,54.0,47.0,115.0
EMIF,282.0,181.0,47.0,53.0,19.0,127.0,25.0,280.0
JADNI,59.0,23.0,6.0,1.0,14.0,10.0,5.0,79.0
