,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,249.0,168.0,28.0,0.0,8.0,136.0,7.0,421.0
EPAD,723.0,95.0,0.0,129.0,86.0,132.0,0.0,72.0
NACC,181.0,48.0,41.0,14.0,6.0,54.0,64.0,98.0
EMIF,239.0,36.0,87.0,4.0,4.0,218.0,177.0,249.0
JADNI,60.0,13.0,16.0,0.0,1.0,23.0,13.0,71.0
