,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,251.0,177.0,37.0,0.0,4.0,128.0,18.0,402.0
EPAD,639.0,223.0,85.0,0.0,3.0,119.0,14.0,154.0
NACC,186.0,39.0,32.0,13.0,8.0,65.0,63.0,100.0
EMIF,300.0,128.0,38.0,56.0,40.0,158.0,29.0,265.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
