,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,285.0,144.0,1.0,16.0,57.0,161.0,0.0,353.0
EPAD,769.0,148.0,24.0,6.0,6.0,167.0,9.0,108.0
NACC,165.0,54.0,27.0,19.0,12.0,60.0,50.0,119.0
EMIF,267.0,149.0,16.0,93.0,51.0,141.0,12.0,285.0
JADNI,60.0,18.0,11.0,0.0,6.0,18.0,6.0,78.0
