,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,338.0,262.0,1.0,32.0,46.0,108.0,0.0,230.0
EPAD,990.0,126.0,11.0,7.0,5.0,68.0,0.0,30.0
NACC,184.0,46.0,44.0,11.0,7.0,55.0,63.0,96.0
EMIF,216.0,171.0,29.0,59.0,31.0,141.0,26.0,341.0
JADNI,48.0,4.0,6.0,0.0,7.0,32.0,9.0,91.0
