,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,264.0,119.0,0.0,22.0,76.0,164.0,0.0,372.0
EPAD,692.0,177.0,78.0,0.0,3.0,139.0,20.0,128.0
NACC,175.0,42.0,38.0,16.0,7.0,62.0,60.0,106.0
EMIF,288.0,94.0,44.0,28.0,22.0,194.0,49.0,295.0
JADNI,59.0,23.0,6.0,1.0,14.0,10.0,5.0,79.0
