,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,228.0,143.0,43.0,0.0,1.0,135.0,32.0,435.0
EPAD,698.0,284.0,91.0,0.0,3.0,60.0,8.0,93.0
NACC,168.0,48.0,23.0,22.0,9.0,61.0,51.0,124.0
EMIF,247.0,228.0,16.0,121.0,38.0,88.0,8.0,268.0
JADNI,59.0,21.0,7.0,1.0,13.0,14.0,5.0,77.0
