,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,127.0,1.0,11.0,53.0,169.0,0.0,390.0
EPAD,733.0,196.0,85.0,0.0,3.0,98.0,16.0,106.0
NACC,181.0,42.0,20.0,22.0,16.0,70.0,49.0,106.0
EMIF,282.0,64.0,97.0,15.0,23.0,184.0,109.0,240.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
