,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,258.0,106.0,0.0,18.0,73.0,175.0,0.0,387.0
EPAD,847.0,85.0,11.0,4.0,7.0,210.0,3.0,70.0
NACC,171.0,64.0,29.0,24.0,9.0,55.0,43.0,111.0
EMIF,306.0,165.0,43.0,51.0,18.0,137.0,29.0,265.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
