,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,306.0,152.0,18.0,0.0,14.0,178.0,9.0,340.0
EPAD,876.0,125.0,0.0,72.0,22.0,100.0,0.0,42.0
NACC,188.0,35.0,17.0,24.0,20.0,88.0,42.0,92.0
EMIF,321.0,114.0,82.0,27.0,18.0,151.0,67.0,234.0
JADNI,56.0,18.0,15.0,0.0,5.0,17.0,7.0,79.0
