,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,267.0,108.0,0.0,30.0,92.0,169.0,0.0,351.0
EPAD,639.0,222.0,85.0,0.0,3.0,120.0,13.0,155.0
NACC,182.0,33.0,13.0,42.0,29.0,77.0,31.0,99.0
EMIF,296.0,173.0,32.0,62.0,35.0,135.0,22.0,259.0
JADNI,45.0,19.0,25.0,0.0,3.0,13.0,8.0,84.0
