,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,322.0,156.0,2.0,21.0,53.0,168.0,0.0,295.0
EPAD,940.0,115.0,10.0,6.0,6.0,118.0,2.0,40.0
NACC,197.0,36.0,29.0,18.0,14.0,65.0,55.0,92.0
EMIF,235.0,125.0,168.0,12.0,7.0,115.0,106.0,246.0
JADNI,46.0,4.0,8.0,0.0,5.0,31.0,10.0,93.0
