,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,324.0,133.0,3.0,5.0,32.0,203.0,0.0,317.0
EPAD,789.0,125.0,0.0,158.0,55.0,68.0,0.0,42.0
NACC,150.0,33.0,48.0,10.0,6.0,75.0,77.0,107.0
EMIF,328.0,94.0,84.0,19.0,15.0,166.0,85.0,223.0
JADNI,46.0,24.0,19.0,0.0,8.0,8.0,7.0,85.0
