,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,293.0,141.0,12.0,0.0,21.0,185.0,5.0,360.0
EPAD,914.0,22.0,10.0,1.0,3.0,262.0,4.0,21.0
NACC,156.0,37.0,31.0,17.0,7.0,77.0,65.0,116.0
EMIF,325.0,175.0,33.0,57.0,20.0,130.0,19.0,255.0
JADNI,50.0,5.0,7.0,0.0,10.0,27.0,7.0,91.0
