,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,273.0,145.0,1.0,12.0,52.0,162.0,0.0,372.0
EPAD,676.0,250.0,90.0,0.0,4.0,82.0,8.0,127.0
NACC,195.0,31.0,19.0,20.0,20.0,84.0,48.0,89.0
EMIF,295.0,99.0,49.0,28.0,23.0,179.0,57.0,284.0
JADNI,44.0,21.0,23.0,0.0,5.0,12.0,7.0,85.0
