,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,291.0,156.0,0.0,23.0,68.0,142.0,0.0,337.0
EPAD,639.0,224.0,84.0,0.0,4.0,119.0,13.0,154.0
NACC,165.0,49.0,13.0,47.0,19.0,63.0,42.0,108.0
EMIF,224.0,57.0,52.0,15.0,8.0,249.0,121.0,288.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
