,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,258.0,107.0,0.0,19.0,73.0,176.0,0.0,384.0
EPAD,771.0,95.0,0.0,81.0,58.0,160.0,0.0,72.0
NACC,168.0,66.0,33.0,23.0,8.0,50.0,47.0,111.0
EMIF,318.0,120.0,99.0,24.0,11.0,141.0,74.0,227.0
JADNI,60.0,21.0,7.0,1.0,13.0,13.0,5.0,77.0
