,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,223.0,126.0,33.0,0.0,4.0,156.0,16.0,459.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,178.0,49.0,50.0,13.0,7.0,51.0,65.0,93.0
EMIF,239.0,69.0,45.0,18.0,11.0,229.0,93.0,310.0
JADNI,59.0,21.0,8.0,0.0,11.0,14.0,5.0,79.0
