,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,108.0,0.0,31.0,94.0,167.0,0.0,351.0
EPAD,848.0,86.0,8.0,4.0,8.0,210.0,3.0,70.0
NACC,182.0,58.0,40.0,17.0,8.0,49.0,52.0,100.0
EMIF,298.0,92.0,22.0,41.0,43.0,211.0,24.0,283.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
