,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,293.0,145.0,0.0,38.0,86.0,141.0,0.0,314.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,191.0,38.0,15.0,29.0,23.0,77.0,39.0,94.0
EMIF,293.0,120.0,135.0,12.0,5.0,133.0,90.0,226.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
