,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,264.0,119.0,0.0,22.0,80.0,160.0,0.0,372.0
EPAD,723.0,94.0,0.0,128.0,86.0,133.0,0.0,73.0
NACC,167.0,44.0,34.0,25.0,9.0,61.0,60.0,106.0
EMIF,254.0,137.0,27.0,69.0,39.0,153.0,22.0,313.0
JADNI,59.0,15.0,9.0,0.0,10.0,18.0,5.0,81.0
