,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,319.0,219.0,0.0,24.0,60.0,117.0,0.0,278.0
EPAD,690.0,176.0,81.0,0.0,3.0,139.0,21.0,127.0
NACC,174.0,37.0,33.0,12.0,7.0,74.0,63.0,106.0
EMIF,359.0,141.0,77.0,28.0,11.0,129.0,52.0,217.0
JADNI,62.0,26.0,9.0,0.0,10.0,15.0,5.0,70.0
