,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,288.0,154.0,0.0,23.0,69.0,146.0,0.0,337.0
EPAD,848.0,86.0,9.0,4.0,8.0,210.0,3.0,69.0
NACC,189.0,46.0,37.0,11.0,7.0,58.0,62.0,96.0
EMIF,279.0,150.0,84.0,21.0,7.0,140.0,52.0,281.0
JADNI,62.0,26.0,9.0,0.0,10.0,15.0,5.0,70.0
