,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,257.0,102.0,0.0,19.0,73.0,177.0,0.0,389.0
EPAD,728.0,330.0,95.0,2.0,1.0,31.0,3.0,47.0
NACC,173.0,50.0,30.0,18.0,11.0,50.0,59.0,115.0
EMIF,306.0,153.0,45.0,47.0,22.0,142.0,27.0,272.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
